Symbol;A;B;C;
0;1110010;1011000;0001101
1;1100110;1001100;0011001
2;1101100;1100100;0010011
3;1000010;1011110;0111101
4;1011100;1100010;0100011
5;1001110;1000110;0110001
6;1010000;1111010;0101111
7;1000100;1101110;0111011
8;0110111;1110110;0110111
9;1110100;1101000;0001011
